Job Title,Industry,Job Status,AI Impact Level,Median Salary (USD),Required Education,Experience Required (Years),Job Openings (2024),Projected Openings (2030),Remote Work Ratio (%),Automation Risk (%),Location,Gender Diversity (%)
Civil Service fast streamer,Finance,Increasing,Moderate,71097.72,Master's Degree,1,1028,2850,80.8,46.4,Australia,64.9
Hospital doctor,Healthcare,Increasing,Low,73594.3,Bachelor's Degree,4,2402,6663,72.03,44.95,China,29.92
Aid worker,Healthcare,Increasing,High,38807.03,Bachelor's Degree,3,9480,7096,96.22,38.7,Canada,23.03
Chartered accountant,Finance,Increasing,Low,115284.31,Bachelor's Degree,8,8311,9401,86.15,63.99,Australia,31.36
Chiropodist,Healthcare,Increasing,Low,50761.8,Associate Degree,3,1744,2315,93.73,48.71,USA,31.73
Chief of Staff,IT,Decreasing,Moderate,162609.38,Master's Degree,14,7923,1834,98.04,26.57,USA,46.0
Environmental health practitioner,Healthcare,Increasing,High,71172.54,Bachelor's Degree,5,8830,7825,0.06,38.28,Australia,63.4
"Scientist, biomedical",Healthcare,Decreasing,Low,63051.98,Bachelor's Degree,4,618,8944,93.99,46.52,USA,61.43
"Designer, fashion/clothing",Entertainment,Decreasing,Low,69666.07,Bachelor's Degree,2,9548,7281,82.78,45.36,USA,27.5
Information systems manager,IT,Increasing,High,122647.58,Master's Degree,9,7530,390,69.98,37.33,USA,71.88
Broadcast presenter,Entertainment,Increasing,Low,80952.91,Bachelor's Degree,4,6281,7520,49.96,29.3,Brazil,20.76
Physiotherapist,Healthcare,Increasing,Low,71113.2,Bachelor's Degree,3,6967,6939,69.48,38.37,Germany,44.41
Aid worker,Healthcare,Increasing,Moderate,50903.78,Bachelor's Degree,4,3023,7599,42.83,29.91,UK,55.33
Oceanographer,Manufacturing,Increasing,High,69080.83,Master's Degree,8,4046,1708,37.3,45.49,Australia,33.01
Interior and spatial designer,Entertainment,Increasing,Low,75049.32,Bachelor's Degree,4,7885,4787,92.82,35.34,USA,68.68
Clinical biochemist,Healthcare,Increasing,Moderate,104528.03,Master's Degree,8,9336,8675,35.99,50.87,Australia,69.08
"Engineer, manufacturing systems",Manufacturing,Decreasing,High,80301.37,Bachelor's Degree,7,331,9524,68.44,44.45,China,37.94
Charity officer,Retail,Increasing,Moderate,42919.15,Bachelor's Degree,5,152,5053,13.01,49.91,India,53.82
Tax inspector,Finance,Decreasing,Low,68076.07,Bachelor's Degree,8,5237,2017,96.21,52.6,Canada,49.69
"Journalist, newspaper",Entertainment,Decreasing,Low,74902.96,Bachelor's Degree,4,2526,5731,52.5,45.87,India,23.16
Commissioning editor,Entertainment,Increasing,High,74363.89,Bachelor's Degree,7,4198,7195,2.01,49.96,India,65.91
IT sales professional,IT,Increasing,Low,114830.51,Bachelor's Degree,5,4177,5593,17.66,56.54,Australia,21.92
"Engineer, civil (consulting)",Manufacturing,Increasing,Low,128275.36,Bachelor's Degree,9,3200,4919,32.7,49.63,Canada,64.95
Counselling psychologist,Healthcare,Increasing,Moderate,79722.46,PhD,6,7485,6442,87.66,35.13,Brazil,30.52
"Engineer, manufacturing systems",Manufacturing,Increasing,Moderate,108738.29,Bachelor's Degree,5,9596,9947,93.72,51.15,China,75.6
Community pharmacist,Healthcare,Decreasing,Low,98399.37,Bachelor's Degree,5,8857,5261,56.22,48.08,India,31.9
Automotive engineer,Manufacturing,Decreasing,High,118655.75,Bachelor's Degree,6,8244,2582,3.67,52.23,USA,22.04
Acupuncturist,Healthcare,Increasing,High,57690.26,Associate Degree,2,6486,2155,75.96,35.42,Canada,47.88
"Teacher, music",Education,Decreasing,Low,44144.6,Bachelor's Degree,6,2141,8092,15.59,29.59,Brazil,57.73
Electrical engineer,Manufacturing,Increasing,Moderate,126600.72,Bachelor's Degree,7,2067,8768,71.18,45.99,UK,22.9
Theatre manager,Entertainment,Increasing,High,56554.71,Bachelor's Degree,5,8600,8451,49.05,36.81,Brazil,65.64
Sales promotion account executive,Retail,Decreasing,Low,67555.3,Bachelor's Degree,3,9153,4251,72.94,59.85,India,48.75
Multimedia programmer,IT,Increasing,Low,84505.92,Bachelor's Degree,3,1229,7369,66.08,36.32,USA,23.48
Theatre manager,Entertainment,Increasing,High,59164.74,Bachelor's Degree,4,4837,6074,33.76,41.4,China,54.17
Health promotion specialist,Healthcare,Increasing,Low,67486.61,Bachelor's Degree,4,8168,247,94.57,40.23,USA,78.47
Mechanical engineer,Manufacturing,Decreasing,High,121687.87,Bachelor's Degree,8,8634,6057,20.93,51.19,India,23.45
Public relations officer,Entertainment,Decreasing,Moderate,64255.55,Bachelor's Degree,6,1573,4576,39.34,50.96,USA,32.08
Television production assistant,Entertainment,Decreasing,High,48890.13,Bachelor's Degree,3,6994,7015,90.45,53.69,Canada,72.82
Surgeon,Healthcare,Decreasing,High,338967.41,PhD,15,4610,349,46.16,8.58,India,43.59
Clinical psychologist,Healthcare,Decreasing,High,102353.01,PhD,7,3836,7536,98.5,31.93,Australia,70.7
"Buyer, industrial",Retail,Decreasing,Low,66452.07,Bachelor's Degree,8,3744,7692,80.78,57.38,India,33.25
Geochemist,Manufacturing,Decreasing,Low,79083.39,Master's Degree,5,2633,6432,9.43,44.98,Germany,51.42
"Designer, jewellery",Entertainment,Decreasing,Moderate,52122.77,Bachelor's Degree,5,224,8836,66.38,34.74,USA,28.07
Psychiatrist,Healthcare,Increasing,Moderate,238830.67,PhD,9,888,1424,56.65,22.62,USA,57.72
"Surveyor, land/geomatics",Manufacturing,Increasing,Moderate,76491.45,Bachelor's Degree,8,9761,5197,34.55,51.5,USA,41.54
Health and safety inspector,Healthcare,Decreasing,High,69354.34,Bachelor's Degree,3,2618,8552,42.17,48.47,China,32.31
Hydrogeologist,Manufacturing,Decreasing,Moderate,91103.37,Master's Degree,4,3166,1962,95.26,40.33,Canada,71.56
Professor Emeritus,Education,Decreasing,Low,119574.11,PhD,16,6982,2981,64.6,19.07,Canada,78.54
Systems developer,IT,Decreasing,High,134855.97,Bachelor's Degree,4,4649,7882,14.39,40.14,Brazil,22.4
"Civil engineer, contracting",Manufacturing,Decreasing,Low,102713.35,Bachelor's Degree,6,2686,5686,55.48,46.42,China,54.35
Psychotherapist,Healthcare,Increasing,High,70047.17,Master's Degree,7,7630,8829,34.24,29.12,Australia,31.35
Economist,Finance,Decreasing,Low,111003.64,Master's Degree,6,2224,4485,94.27,46.12,USA,75.8
Social worker,Healthcare,Increasing,Low,61755.62,Bachelor's Degree,6,9839,2285,84.16,27.28,USA,42.18
Materials engineer,Manufacturing,Increasing,High,90468.88,Bachelor's Degree,7,8209,9061,3.82,53.68,Brazil,42.87
Economist,Finance,Decreasing,Low,87156.4,Master's Degree,6,9570,2719,67.1,43.55,USA,68.78
Ecologist,Manufacturing,Decreasing,Low,73348.84,Master's Degree,4,1667,1006,48.97,46.32,UK,72.09
"Surveyor, mining",Manufacturing,Increasing,Low,73910.81,Bachelor's Degree,7,1719,9407,24.92,39.66,UK,33.86
"Engineer, maintenance (IT)",IT,Decreasing,Moderate,94625.83,Bachelor's Degree,6,170,8989,39.05,45.96,USA,24.96
"Producer, television/film/video",Entertainment,Decreasing,Low,100878.29,Bachelor's Degree,8,8599,5317,6.09,35.3,Australia,68.48
Building surveyor,Manufacturing,Increasing,Low,74313.43,Bachelor's Degree,7,4099,6401,79.93,50.8,USA,29.77
Radio broadcast assistant,Entertainment,Decreasing,High,70645.91,Bachelor's Degree,4,8219,8073,84.11,44.61,Brazil,23.01
Lexicographer,Entertainment,Increasing,Low,67336.84,Master's Degree,5,503,1346,67.15,45.19,Australia,75.13
"Research officer, political party",Education,Decreasing,High,49539.94,Master's Degree,3,6704,5261,0.23,45.14,India,56.43
Educational psychologist,Education,Increasing,Moderate,76820.53,PhD,6,402,6340,51.41,34.21,USA,53.99
Comptroller,Finance,Decreasing,High,129201.08,Master's Degree,12,2875,7619,18.72,39.95,Canada,60.24
"Lecturer, higher education",Education,Decreasing,High,63527.81,PhD,5,1122,3444,69.87,20.27,China,64.01
Probation officer,Healthcare,Decreasing,High,62058.85,Bachelor's Degree,5,6479,5918,5.12,29.53,India,77.22
Science writer,Entertainment,Decreasing,Moderate,79562.52,Bachelor's Degree,7,7508,2627,63.25,51.84,USA,26.47
"Sound technician, broadcasting/film/video",Entertainment,Increasing,Moderate,66217.16,Associate Degree,3,1568,2277,45.49,46.57,Australia,29.3
Exercise physiologist,Healthcare,Decreasing,Moderate,59360.88,Bachelor's Degree,2,4561,9745,29.47,41.36,China,21.37
Charity fundraiser,Retail,Increasing,High,54201.77,Bachelor's Degree,2,1485,7901,21.66,50.96,UK,73.9
Volunteer coordinator,Healthcare,Increasing,Low,42664.27,Bachelor's Degree,5,4618,503,79.42,51.79,Australia,46.97
Sport and exercise psychologist,Healthcare,Decreasing,Moderate,85166.94,PhD,3,1445,8431,39.76,29.98,Canada,42.83
Careers information officer,Education,Increasing,Low,43294.55,Bachelor's Degree,3,8759,1961,21.95,50.87,USA,65.01
Illustrator,Entertainment,Decreasing,Moderate,58965.09,Bachelor's Degree,2,3532,2877,68.64,46.16,India,64.88
Animal nutritionist,Healthcare,Decreasing,Moderate,57756.23,Master's Degree,3,2006,1499,63.25,38.06,India,48.14
Medical illustrator,Healthcare,Decreasing,Moderate,61337.98,Bachelor's Degree,6,9588,3110,54.35,40.06,China,54.6
Marine scientist,Manufacturing,Increasing,Low,87435.38,Master's Degree,4,908,5230,53.9,38.99,USA,67.75
Futures trader,Finance,Decreasing,Low,123658.59,Bachelor's Degree,4,4224,8820,10.11,55.69,Canada,49.52
"Teacher, English as a foreign language",Education,Decreasing,Moderate,42492.1,Bachelor's Degree,3,1268,4689,85.42,43.69,Brazil,45.28
Occupational therapist,Healthcare,Decreasing,High,61205.66,Bachelor's Degree,2,4424,2717,0.5,37.48,Germany,31.24
Chief Marketing Officer,IT,Increasing,Low,181892.54,Master's Degree,17,4748,4606,48.77,24.67,Germany,69.85
Geophysical data processor,Manufacturing,Decreasing,Moderate,106219.83,Master's Degree,5,9702,8480,9.99,47.48,Brazil,63.4
"Nurse, learning disability",Healthcare,Decreasing,High,50288.08,Bachelor's Degree,2,243,6694,77.06,47.21,UK,32.52
"Psychologist, occupational",Finance,Decreasing,Low,104143.95,PhD,4,9481,2028,19.19,30.23,Australia,39.56
Dentist,Healthcare,Decreasing,Low,144877.45,Bachelor's Degree,7,2856,9310,6.38,37.1,Germany,53.54
Garment/textile technologist,Manufacturing,Increasing,Low,52427.11,Bachelor's Degree,2,4340,5232,98.37,56.96,India,61.1
Editorial assistant,Entertainment,Decreasing,Low,39151.73,Bachelor's Degree,2,3045,1378,81.55,55.15,China,25.9
"Psychologist, forensic",Healthcare,Decreasing,Low,101431.9,PhD,9,4803,5188,54.95,24.86,China,47.25
Animal nutritionist,Healthcare,Increasing,High,53023.39,Master's Degree,5,1909,4486,6.5,38.92,China,46.43
Information officer,IT,Decreasing,High,69388.19,Bachelor's Degree,3,3749,3871,23.78,55.87,India,27.49
Chiropractor,Healthcare,Increasing,High,78222.88,Bachelor's Degree,5,7619,171,25.96,34.96,Germany,29.78
"Journalist, magazine",Entertainment,Decreasing,Low,70960.69,Bachelor's Degree,5,5541,8177,11.37,40.73,China,28.0
Armed forces operational officer,Transportation,Decreasing,High,89886.07,Bachelor's Degree,11,4236,7478,33.88,28.55,UK,72.52
Advertising copywriter,Entertainment,Increasing,Moderate,64530.56,Bachelor's Degree,5,2185,4567,15.69,47.66,Canada,60.74
IT sales professional,IT,Increasing,Low,90436.71,Bachelor's Degree,5,9371,5079,37.31,54.6,Australia,24.34
Corporate investment banker,Finance,Increasing,Moderate,189359.5,Master's Degree,3,9185,7504,15.08,44.38,USA,49.53
Transport planner,Transportation,Increasing,Moderate,63378.32,Master's Degree,5,3427,8781,12.68,45.08,Germany,72.34
Optometrist,Healthcare,Increasing,Moderate,100826.71,Bachelor's Degree,2,1614,9361,88.12,49.2,UK,45.37
Financial planner,Finance,Increasing,Low,78034.51,Bachelor's Degree,3,6299,4010,49.82,53.35,UK,42.36
"Conservator, museum/gallery",Education,Increasing,Moderate,65299.51,Master's Degree,5,7946,6972,77.38,28.65,UK,70.92
"Nurse, learning disability",Healthcare,Increasing,Low,65889.87,Bachelor's Degree,5,271,7737,0.85,51.3,China,24.38
Public affairs consultant,Finance,Increasing,Moderate,108319.22,Bachelor's Degree,7,7217,9462,90.12,42.02,India,73.35
"Education officer, community",Education,Increasing,Moderate,41484.73,Bachelor's Degree,4,9634,8178,20.35,39.86,Germany,50.43
Legal secretary,Finance,Decreasing,Low,36738.5,Associate Degree,2,4100,1600,37.96,63.37,Australia,74.87
Purchasing manager,Finance,Decreasing,Moderate,77276.02,Bachelor's Degree,7,5653,1325,34.42,49.84,Canada,38.19
"Secretary, company",Finance,Decreasing,Low,105057.76,Bachelor's Degree,8,9564,4801,29.58,51.32,China,73.46
Commercial/residential surveyor,Retail,Decreasing,Low,88565.49,Bachelor's Degree,7,5678,7480,95.53,45.13,Australia,40.99
Chartered legal executive (England and Wales),Finance,Decreasing,High,62782.7,Bachelor's Degree,4,6436,1219,78.76,47.45,Brazil,25.5
Technical brewer,Manufacturing,Increasing,Moderate,50958.39,Bachelor's Degree,5,8669,1245,35.16,57.36,Canada,41.47
Medical physicist,Healthcare,Increasing,Moderate,99329.41,PhD,5,8799,9420,17.1,34.11,Brazil,22.31
"Psychologist, educational",Education,Increasing,Low,78833.97,PhD,8,6975,2558,63.71,34.62,UK,49.24
Charity officer,Retail,Increasing,High,53595.18,Bachelor's Degree,2,4187,271,41.98,50.16,India,31.71
Research scientist (maths),Education,Decreasing,Low,92959.54,PhD,9,4417,368,45.23,35.07,Brazil,35.59
Tax inspector,Finance,Decreasing,Moderate,71373.75,Bachelor's Degree,4,8426,6771,57.42,50.34,India,31.13
Sales executive,Retail,Decreasing,Low,64403.71,Bachelor's Degree,3,6096,4151,54.2,54.5,China,74.59
Minerals surveyor,Manufacturing,Decreasing,Moderate,77541.84,Bachelor's Degree,8,6213,1081,34.91,47.68,USA,50.23
Database administrator,IT,Increasing,Moderate,101085.2,Bachelor's Degree,4,3212,6242,33.65,53.94,Australia,52.53
"Surveyor, quantity",Manufacturing,Increasing,High,71008.78,Bachelor's Degree,9,2378,6460,79.2,55.25,Germany,26.5
Management consultant,Finance,Increasing,High,143467.95,Master's Degree,8,9585,1503,61.87,44.23,India,37.78
Solicitor,Finance,Decreasing,Low,117375.9,Bachelor's Degree,5,8567,8361,29.52,38.31,India,56.75
Primary school teacher,Education,Decreasing,Low,55028.41,Bachelor's Degree,1,4887,8294,9.86,40.8,Germany,76.15
Ecologist,Manufacturing,Increasing,Low,54984.2,Master's Degree,7,9074,5422,96.1,37.05,Germany,49.63
Patent examiner,Finance,Decreasing,High,111000.75,Master's Degree,9,6378,2712,7.23,42.98,Australia,24.4
Press photographer,Entertainment,Decreasing,High,49521.92,Associate Degree,6,2408,4344,23.28,44.98,UK,38.17
Television floor manager,Entertainment,Decreasing,Low,52735.02,Bachelor's Degree,6,8923,3341,57.45,42.57,Canada,64.62
Commercial horticulturist,Manufacturing,Increasing,Moderate,51300.77,Bachelor's Degree,7,5959,8355,41.28,52.78,Canada,24.33
Mechanical engineer,Manufacturing,Decreasing,Moderate,80207.4,Bachelor's Degree,6,2752,9320,20.57,54.38,China,20.88
Visual merchandiser,Retail,Decreasing,Low,42056.16,Associate Degree,5,4840,4836,24.04,57.05,India,30.05
"Administrator, Civil Service",Finance,Increasing,High,50643.03,Bachelor's Degree,5,2537,7227,7.68,60.56,Canada,50.99
Building services engineer,Manufacturing,Decreasing,Low,89487.74,Bachelor's Degree,6,8411,6111,20.71,50.79,USA,56.66
Location manager,Entertainment,Decreasing,High,60913.65,Bachelor's Degree,5,9029,3657,5.49,42.24,USA,68.54
Museum education officer,Education,Increasing,Low,44743.04,Bachelor's Degree,5,9037,7569,19.34,46.05,Canada,69.28
Osteopath,Healthcare,Decreasing,High,86977.16,Bachelor's Degree,4,8931,2724,66.68,31.78,China,29.22
Commercial horticulturist,Manufacturing,Decreasing,Moderate,54416.38,Bachelor's Degree,4,8906,8585,43.02,53.93,Brazil,58.73
Fashion designer,Entertainment,Decreasing,High,53697.05,Bachelor's Degree,7,3894,6101,50.28,46.33,Canada,31.9
Water quality scientist,Manufacturing,Increasing,High,62640.16,Master's Degree,3,5610,2951,4.67,48.79,USA,43.69
Environmental manager,Manufacturing,Increasing,Low,68730.94,Bachelor's Degree,4,9148,2747,26.01,43.27,India,79.13
Police officer,Healthcare,Decreasing,High,60319.84,Bachelor's Degree,4,2389,3293,2.11,32.33,USA,32.08
Ambulance person,Healthcare,Decreasing,High,48696.55,High School,3,1189,851,45.31,39.06,UK,27.28
"Buyer, retail",Retail,Decreasing,Moderate,57566.26,Bachelor's Degree,6,1702,832,10.92,55.42,Australia,33.02
Energy engineer,Manufacturing,Decreasing,Low,92246.53,Bachelor's Degree,4,2793,7768,71.61,36.55,Canada,51.03
Purchasing manager,Finance,Decreasing,High,81010.88,Bachelor's Degree,7,6948,7085,47.39,61.76,UK,58.21
Mechanical engineer,Manufacturing,Decreasing,High,84430.48,Bachelor's Degree,4,6814,3364,8.47,50.36,Canada,36.05
Archaeologist,Education,Increasing,High,58032.52,Master's Degree,6,4389,330,45.71,36.13,Brazil,67.86
Immunologist,Healthcare,Decreasing,Low,172376.75,PhD,10,4904,6402,50.66,34.14,Germany,75.97
"Psychotherapist, child",Healthcare,Decreasing,Low,81723.1,Master's Degree,4,1550,1620,28.78,30.65,USA,59.43
Building control surveyor,Manufacturing,Decreasing,High,80693.28,Bachelor's Degree,5,4898,6761,19.48,56.82,China,59.89
"Journalist, broadcasting",Entertainment,Decreasing,High,88042.08,Bachelor's Degree,4,5835,4565,98.8,38.82,Australia,23.07
Naval architect,Transportation,Decreasing,Low,114974.14,Master's Degree,5,3435,3299,7.44,40.52,Canada,52.06
"Engineer, drilling",Manufacturing,Decreasing,Low,149929.3,Bachelor's Degree,9,3774,6970,12.72,39.81,Australia,49.46
"Biochemist, clinical",Healthcare,Increasing,Moderate,95585.83,Master's Degree,6,1761,5171,25.77,50.71,China,32.79
Secondary school teacher,Education,Increasing,High,67334.34,Bachelor's Degree,4,8929,2014,69.91,35.11,UK,25.17
Housing manager/officer,Retail,Increasing,Moderate,68689.02,Bachelor's Degree,4,3581,6865,76.65,46.79,UK,69.32
Occupational psychologist,Finance,Increasing,High,99012.04,PhD,4,6654,5831,34.17,37.75,Canada,28.27
Medical laboratory scientific officer,Healthcare,Decreasing,Low,58023.34,Bachelor's Degree,5,6159,3467,48.27,53.93,UK,77.24
Sales promotion account executive,Retail,Decreasing,Low,52462.5,Bachelor's Degree,6,1757,4842,24.3,52.95,Germany,28.87
Academic librarian,Education,Decreasing,Low,59702.71,Master's Degree,5,1417,9601,83.49,50.59,Canada,55.18
Location manager,Entertainment,Increasing,High,76119.31,Bachelor's Degree,6,1237,2490,51.1,39.86,China,74.93
"Radiographer, diagnostic",Healthcare,Increasing,High,62968.81,Bachelor's Degree,3,462,8424,44.83,42.8,USA,25.09
Colour technologist,Manufacturing,Increasing,Moderate,63097.24,Bachelor's Degree,5,8303,5377,40.31,53.49,China,58.37
Chartered certified accountant,Finance,Increasing,Moderate,76098.04,Bachelor's Degree,4,8130,2071,30.34,67.85,China,25.72
Actuary,Finance,Increasing,Moderate,100014.25,Master's Degree,7,182,8037,84.43,35.41,China,58.94
Plant breeder/geneticist,Manufacturing,Decreasing,High,92989.23,PhD,6,946,8811,20.67,31.05,Germany,33.83
Barista,Retail,Increasing,High,28113.83,High School,0,5610,5451,9.41,64.28,Brazil,51.32
Colour technologist,Manufacturing,Decreasing,High,62450.2,Bachelor's Degree,6,1709,4466,12.94,57.2,Australia,79.56
Building surveyor,Manufacturing,Increasing,High,80326.5,Bachelor's Degree,6,4460,8869,23.62,54.76,India,64.87
"Engineer, broadcasting (operations)",Entertainment,Decreasing,Moderate,86889.57,Bachelor's Degree,3,2713,2476,25.81,43.05,UK,61.66
Financial risk analyst,Finance,Decreasing,Low,111125.96,Master's Degree,3,2077,6177,71.61,43.58,Australia,52.77
Water engineer,Manufacturing,Increasing,Low,75977.07,Bachelor's Degree,8,8929,6002,2.99,44.46,China,60.43
Hydrogeologist,Manufacturing,Increasing,Moderate,104407.23,Master's Degree,5,7976,8622,84.63,38.5,Brazil,34.01
Forest/woodland manager,Manufacturing,Decreasing,High,46052.33,Bachelor's Degree,3,3848,2546,38.61,48.66,China,70.52
Legal executive,Finance,Increasing,High,56353.02,Bachelor's Degree,3,3967,859,23.43,47.87,China,25.53
